id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,renovated,basement
1774000030,395000,6,2.25,2950,11200,1,0,0,7,1700,1250,1970,0,98072,47.7476,-122.087,1790,0,1
5709200030,309900,5,2.5,2100,17825,1,0,0,7,1400,700,1974,0,98092,47.3094,-122.191,2200,0,1
7852130460,5e+05,4,3,2520,4104,2,0,0,7,2520,0,2002,0,98065,47.5352,-121.88,2510,0,0
8712100760,721000,2,1.5,1790,4250,1,0,0,7,920,870,1915,2014,98112,47.6367,-122.301,1910,1,1
2423020010,525000,3,1.75,1330,8136,1,0,0,7,1330,0,1977,0,98033,47.7001,-122.173,1330,0,0
7888000400,150000,3,1,1320,8220,1,0,0,7,1320,0,1959,0,98198,47.3697,-122.309,1320,0,0
4058801702,8e+05,4,2.5,4940,10037,1,0,4,9,3450,1490,1953,0,98178,47.5095,-122.247,2430,0,1
1118001631,1230000,3,2.25,2980,7700,1,0,0,9,2530,450,1964,0,98112,47.6336,-122.29,3020,0,1
3004800175,165000,3,1,1050,5156,1.5,0,0,7,1050,0,1919,0,98106,47.5169,-122.358,1050,0,0
1163400020,251000,3,1.5,1590,21600,1.5,0,0,7,1590,0,1971,0,98022,47.2159,-121.966,1780,0,0
3330500925,258305,2,1.5,750,2964,1,0,0,5,750,0,1919,0,98118,47.5518,-122.277,1350,0,0
7550801207,536500,2,2,1360,1860,1,0,0,7,680,680,1925,0,98107,47.6727,-122.396,1440,0,1
46100504,2030000,4,3.75,4100,22798,1.5,0,3,11,2540,1560,1934,1979,98040,47.5648,-122.21,3880,1,1
4109600195,524000,4,2.75,2310,5000,1.5,0,0,8,1480,830,1908,0,98118,47.5502,-122.268,1100,0,1
8562791010,593000,3,2.75,1830,1850,2,0,0,10,1690,140,2011,0,98027,47.5307,-122.074,2310,0,1
9485950340,408000,3,2.25,2800,35362,2,0,0,9,2800,0,1985,0,98042,47.3507,-122.089,2800,0,0
3221059036,4e+05,4,2.5,3630,42884,1.5,0,0,9,2300,1330,1979,0,98092,47.2617,-122.19,2830,0,1
9286100150,475200,3,2.5,1670,3980,2,0,0,8,1670,0,2000,0,98027,47.5317,-122.047,1670,0,0
2720069019,316000,3,1.75,1120,98445,1.5,0,2,7,1120,0,1917,0,98022,47.1853,-122.017,1620,0,0
2919702235,740000,2,1.75,2080,4800,1,0,0,7,1080,1000,1923,0,98117,47.6896,-122.362,1310,0,1
2613200025,175000,2,1,1330,28270,1.5,0,0,6,1330,0,1925,0,98168,47.4824,-122.274,1210,0,0
204000140,403000,3,1,1500,10730,1,0,0,7,1000,500,1977,0,98053,47.6385,-121.966,1570,0,1
3727800065,425000,2,1,790,5024,1,0,0,7,790,0,1941,0,98117,47.6833,-122.395,1330,0,0
4046710050,470000,4,2,2180,17180,2,0,0,7,2180,0,1977,0,98014,47.698,-121.92,1880,0,0
1626069178,535000,4,2.5,2200,110642,1,0,0,7,1330,870,1979,0,98077,47.7409,-122.052,2290,0,1
5451210150,955000,5,2.25,2510,9887,2,0,0,8,2510,0,1972,0,98040,47.5339,-122.223,2510,0,0
2723069147,635000,3,2.25,2680,175982,1,0,0,9,2680,0,2004,0,98038,47.4487,-122.033,3170,0,0
1241900028,880000,5,2.75,3020,9187,2,0,0,9,3020,0,2007,0,98033,47.6806,-122.167,2250,0,0
1919800260,645000,3,1.75,2340,6750,1.5,0,0,7,1620,720,1914,0,98103,47.6956,-122.335,1410,0,1
6662400105,375000,3,2.5,1580,5725,2,0,0,7,1580,0,2004,0,98072,47.7611,-122.161,1510,0,0
3034200410,430000,3,1,940,12521,1.5,0,0,7,940,0,1949,0,98133,47.7169,-122.331,1920,0,0
2944010210,1090000,4,2.5,3930,21894,2,0,0,11,3930,0,1987,0,98052,47.7209,-122.128,3930,0,0
4406000050,225000,2,1,910,9612,1,0,0,7,910,0,1981,0,98058,47.4297,-122.152,1410,0,0
9320900610,146000,3,1,900,4770,1,0,0,6,900,0,1969,2009,98023,47.3038,-122.362,900,1,0
4337600005,153000,2,1,710,9000,1,0,0,6,710,0,1943,0,98166,47.4811,-122.339,1230,0,0
1773100310,464950,4,2.5,1640,6000,2,0,0,7,1640,0,2011,0,98106,47.559,-122.365,1640,0,0
7205000180,320000,4,2.25,2000,10374,2,0,1,7,2000,0,1967,0,98023,47.3342,-122.34,2170,0,0
4178500580,339950,4,2.25,2200,7150,2,0,0,7,2200,0,1990,0,98042,47.3595,-122.089,1740,0,0
7696600020,260000,4,1.5,1540,7300,2,0,0,7,1540,0,1973,0,98001,47.3317,-122.276,1580,0,0
3904901670,455000,3,2.25,1470,4653,2,0,0,7,1470,0,1985,0,98029,47.5667,-122.018,1560,0,0
6042000090,525000,4,2.5,2520,7731,2,0,0,9,2520,0,1994,0,98155,47.7709,-122.297,2000,0,0
9136103130,430000,2,1.5,1090,4013,1.5,0,0,7,1090,0,1900,0,98103,47.6652,-122.338,1390,0,0
2114700368,299000,2,2.5,1400,1262,2,0,0,8,1160,240,2008,0,98106,47.5342,-122.349,1060,0,1
2131701075,420000,3,1.75,1720,5000,1.5,0,0,8,1720,0,1932,2009,98019,47.738,-121.983,1410,1,0
8856500120,278800,4,2.5,2440,7797,1,0,0,8,1560,880,1965,0,98031,47.3895,-122.222,2090,0,1
1024049024,1740000,5,3.5,4870,7700,2.5,0,3,10,3650,1220,1929,0,98144,47.5832,-122.29,3220,0,1
9527000490,432100,3,1.75,1840,7350,1,0,0,8,1310,530,1976,0,98034,47.7089,-122.23,1860,0,1
128500260,262000,4,2.5,2020,6236,2,0,0,7,2020,0,2002,0,98001,47.2796,-122.247,1940,0,0
6646200280,561600,4,2.5,2350,6624,2,0,0,9,2350,0,1990,0,98074,47.6262,-122.045,2590,0,0
9544700500,785000,3,2.75,3010,1842,2,0,0,9,3010,0,2011,0,98075,47.5836,-121.994,2950,0,0
7922800400,951000,5,3.25,3250,14342,2,0,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,0,0
3031200246,250000,3,1,920,4429,1,0,0,7,920,0,1952,0,98118,47.5369,-122.291,1320,0,0
5637200200,439950,4,2.5,2380,12067,2,0,0,7,2380,0,2002,0,98059,47.4873,-122.144,2330,0,0
6072500490,423800,3,2.5,1940,7415,2,0,0,8,1940,0,1965,0,98006,47.542,-122.176,1940,0,0
3902300100,522000,4,2.25,1800,8623,1,0,0,8,1360,440,1980,0,98033,47.692,-122.184,2370,0,1
2487200279,560000,3,2.5,2430,5128,1,0,1,8,1270,1160,1978,0,98136,47.5198,-122.389,2510,0,1
6891800250,625000,4,2.25,3230,9935,2,0,0,8,3230,0,1986,0,98028,47.7685,-122.257,2820,0,0
6447300345,1160000,4,3,2680,15438,2,0,2,8,2680,0,1902,1956,98039,47.6109,-122.226,4480,1,0
7016200030,480000,4,2.5,2080,7966,1,0,0,7,1200,880,1970,0,98011,47.7393,-122.181,1920,0,1
125059178,510000,6,4.5,3300,7480,2,0,0,8,3300,0,1980,0,98052,47.6796,-122.104,2470,0,0
5100400251,390000,2,1,962,1992,2,0,0,7,962,0,2012,0,98115,47.6911,-122.313,1130,0,0
1775800710,315500,3,1,1300,12600,1,0,0,7,1300,0,1969,0,98072,47.7422,-122.1,1480,0,0
526059224,470000,4,1.75,1650,7276,1,0,0,7,1010,640,1977,0,98011,47.7721,-122.206,1840,0,1
8651610890,1150000,4,3.25,4190,10259,2,0,0,11,3150,1040,2000,0,98074,47.6332,-122.066,4300,0,1
1692900095,1400000,4,2.75,3870,10046,2,0,0,11,3870,0,2005,0,98033,47.6651,-122.191,3560,0,0
4444800045,657500,4,1.75,1620,7560,1,0,3,7,1380,240,1947,0,98117,47.6981,-122.4,2170,0,1
3224510290,920000,3,1.75,3670,11884,1,0,2,9,1950,1720,1979,0,98006,47.5604,-122.133,3020,0,1
3332500636,356000,2,1,920,4095,1,0,0,6,920,0,1914,0,98118,47.5484,-122.278,1460,0,0
9407001600,305000,3,1.75,1660,11500,1,0,0,7,1130,530,1979,0,98045,47.4473,-121.774,1250,0,1
880000205,249000,3,2,1260,1125,2,0,0,7,810,450,2011,0,98106,47.5262,-122.361,1260,0,1
5652601455,775000,4,2.5,2300,6158,2,0,0,9,2300,0,1999,0,98115,47.6943,-122.299,2170,0,0
1900600015,550000,3,2.5,1930,6604,2,0,0,7,1930,0,2014,0,98166,47.4692,-122.351,910,0,0
3528000140,899000,4,2.5,3720,30649,2,0,0,10,3720,0,1988,0,98053,47.6651,-122.056,3220,0,0
3885802134,880000,4,2.5,2580,3436,2,0,0,8,2580,0,2013,0,98033,47.6853,-122.21,1780,0,0
1895000260,207950,2,2,890,5000,1,0,0,6,890,0,1917,0,98118,47.5158,-122.264,1860,0,0
7299600920,279000,4,2.5,2009,4800,2,0,0,8,2009,0,2012,0,98092,47.2586,-122.2,1798,0,0
7011201550,780000,4,2,2600,4800,1,0,2,8,1400,1200,1953,0,98119,47.637,-122.371,2050,0,1
3330501120,320000,3,1,960,6180,1,0,0,6,960,0,1910,0,98118,47.5518,-122.279,1250,0,0
3426049153,438200,2,2,1600,5643,1,0,0,7,1600,0,1954,0,98115,47.6968,-122.279,1600,0,0
8731960050,302300,5,2.75,3130,9450,1,0,0,8,1580,1550,1973,0,98023,47.3099,-122.384,1900,0,1
7942601810,733500,3,1.5,2120,4370,1.5,0,0,8,2120,0,1904,0,98122,47.606,-122.307,1960,0,0
7237500110,1210000,4,2.75,4250,10925,2,0,0,10,4250,0,2003,0,98059,47.5297,-122.14,4650,0,0
4058200915,324950,3,1.75,2050,6720,1,0,2,7,1050,1000,1939,0,98178,47.5058,-122.235,2380,0,1
9528102060,516000,2,1.75,1640,3090,1,0,0,7,910,730,1925,0,98115,47.679,-122.319,1510,0,1
7443000652,365000,2,1.5,790,1123,2,0,0,8,700,90,2003,0,98119,47.651,-122.368,1370,0,1
7625701891,435000,3,1,1400,4800,1,0,0,6,700,700,1917,0,98136,47.5499,-122.391,1470,0,1
7424700145,1190000,3,3.5,3380,3333,3,0,0,10,2800,580,2008,0,98122,47.6162,-122.288,2790,0,1
2172000285,254500,2,1,1150,11250,1,0,0,6,1150,0,1920,0,98178,47.486,-122.264,1100,0,0
6678900150,790000,4,2.5,2240,8664,1,0,0,8,1470,770,1975,0,98033,47.6621,-122.189,2210,0,1
3278604400,285000,2,2.5,1380,1073,2,0,0,7,1140,240,2011,0,98126,47.5462,-122.369,1580,0,1
1330900250,550000,3,2.25,1980,40887,1,0,0,8,1980,0,1980,0,98052,47.6478,-122.029,2460,0,0
2112700600,415000,3,2.25,1640,5880,1,0,0,7,1240,400,1977,0,98106,47.5323,-122.351,1200,0,1
725079058,585000,3,1.75,2220,216493,1,0,2,8,2220,0,1989,0,98014,47.6624,-121.951,2900,0,0
7277100395,675000,4,3.5,2550,3600,2,0,2,8,1880,670,1997,0,98177,47.7709,-122.39,2090,0,1
2447500015,581000,2,1.75,1930,11200,1,0,2,8,1430,500,1951,0,98177,47.7576,-122.37,2840,0,1
4223000280,221000,4,1.75,1540,7200,1,0,0,7,1260,280,1966,0,98003,47.3424,-122.308,1540,0,1
8691440220,1290000,5,4,4360,8030,2,0,0,10,4360,0,2015,0,98075,47.5923,-121.973,3570,0,0
6804600720,495000,4,2.25,2350,10072,2,0,0,8,2350,0,1980,0,98011,47.7628,-122.168,2210,0,0
5014000225,337500,2,1,1300,6731,1,0,0,7,1300,0,1950,0,98116,47.5697,-122.395,1240,0,0
2600130020,778000,3,3,2630,10156,1,0,0,9,2630,0,1987,0,98006,47.5481,-122.156,2660,0,0
1446401220,226950,2,1,930,6600,1,0,0,6,930,0,1957,0,98168,47.4868,-122.33,1250,0,0
8818900155,599950,6,3,2020,4129,1,0,0,7,1230,790,1994,0,98105,47.6648,-122.324,2080,0,1
9834200305,350000,3,1,1790,3876,1.5,0,0,7,1090,700,1904,0,98144,47.575,-122.288,1360,0,1
3330500335,325000,2,1,1010,6180,1,0,0,6,1010,0,1903,0,98118,47.5532,-122.28,1560,0,0
6669200370,815000,3,2,2270,11989,1,0,0,9,2270,0,1968,0,98040,47.5434,-122.229,2880,0,0
1257201375,550000,3,2,1650,3952,2,0,0,7,1650,0,1950,0,98103,47.6727,-122.33,1210,0,0
9136102680,626500,3,1.75,1610,3210,1,0,0,7,910,700,1928,0,98103,47.6656,-122.335,1420,0,1
255550190,350000,3,2.5,2100,3574,2,0,0,7,1690,410,2005,0,98019,47.7453,-121.984,1970,0,1
3432501395,551000,4,2.75,2170,5988,2,0,0,8,2170,0,2014,0,98155,47.7484,-122.317,1170,0,0
7974200902,637000,4,2.5,1710,5000,1,0,0,8,1110,600,1979,0,98115,47.6772,-122.285,1750,0,1
868001295,650000,3,1.75,1660,10819,1,0,0,7,1240,420,1942,0,98177,47.7045,-122.379,3110,0,1
2767600985,529950,3,2.25,1240,1250,3,0,0,8,1240,0,2014,0,98107,47.6748,-122.377,1470,0,0
3629700020,646800,3,3,2230,1407,2.5,0,0,8,1850,380,2014,0,98027,47.5446,-122.017,2230,0,1
3425059222,1300000,6,3.5,6563,32670,2,0,0,10,5153,1410,2002,0,98005,47.6078,-122.157,2610,0,1
3832310350,229900,3,1.75,1100,7224,1,0,0,7,1100,0,1981,0,98032,47.3717,-122.277,1700,0,0
5469501830,396500,3,2.5,2590,18980,1,0,0,10,2590,0,1976,0,98042,47.3839,-122.153,3110,0,0
7420100040,525000,3,1.5,1840,10956,1,0,0,8,1840,0,1970,0,98033,47.6746,-122.164,1680,0,0
7902200015,7e+05,3,1.75,1820,15570,1,0,2,8,1820,0,1948,0,98146,47.5068,-122.386,2490,0,0
4038600300,650000,4,3,2900,15535,1,0,2,7,1870,1030,1961,0,98008,47.612,-122.119,2330,0,1
3528900401,1640000,3,3.25,3140,5445,2,0,3,10,2240,900,1913,0,98109,47.6406,-122.347,2950,0,1
9834200030,530000,3,1.5,1240,4080,1.5,0,0,8,1240,0,1914,0,98144,47.5745,-122.291,1420,0,0
2251500270,7e+05,4,2.25,2690,15000,2,0,0,9,1890,800,1978,0,98074,47.612,-122.064,2670,0,1
8562780430,346100,2,1.75,1150,698,2,0,0,7,1150,0,2013,0,98027,47.5323,-122.071,1150,0,0
2323059074,137124,3,1,960,27442,1,0,0,6,960,0,1970,0,98058,47.4676,-122.134,1100,0,0
9272200810,1220000,4,3,3470,4750,2,0,2,9,2370,1100,2014,0,98116,47.5917,-122.386,2420,0,1
8078460320,598850,4,2.5,2350,7245,2,0,0,8,2350,0,1993,0,98074,47.6318,-122.023,2350,0,0
1121039105,399950,4,3,2150,64694,1,0,0,8,1450,700,1969,0,98023,47.3268,-122.388,2430,0,1
8929000090,484998,4,2.5,1540,1870,2,0,0,8,1540,0,2014,0,98029,47.5524,-121.999,1540,0,0
4083304835,620000,2,1,990,4332,1,0,0,7,990,0,1909,0,98103,47.6528,-122.331,1920,0,0
2877100235,650000,5,2,2400,3500,1.5,0,0,8,1900,500,1911,0,98103,47.6762,-122.356,1520,0,1
8682280340,490000,2,1.75,1440,6265,1,0,0,8,1440,0,2005,0,98053,47.7028,-122.013,1810,0,0
7202331050,550000,3,2.5,2360,4080,2,0,0,7,2360,0,2003,0,98053,47.6825,-122.038,2290,0,0
3810000843,345000,5,1.75,2840,12870,2,0,2,7,2840,0,1925,0,98178,47.4961,-122.235,2170,0,0
7283900012,275000,3,1.5,1410,9000,1,0,0,7,1410,0,1953,0,98133,47.7635,-122.35,1910,0,0
8718500610,379950,3,1.5,1690,9144,1,0,0,7,1140,550,1956,0,98028,47.739,-122.253,1840,0,1
1402810140,3e+05,3,2,1050,10072,1,0,0,7,1050,0,1986,0,98019,47.7341,-121.976,1130,0,0
8078460520,608000,4,2.5,2410,7140,2,0,0,8,2410,0,1993,0,98074,47.6329,-122.021,2350,0,0
3760500730,1090000,4,2.75,3010,10830,2,0,3,9,3010,0,1980,0,98034,47.7005,-122.232,3010,0,0
7010700550,595000,3,2.5,2030,5100,2,0,0,7,2030,0,2008,0,98199,47.6594,-122.397,1790,0,0
9465910070,480000,3,2.5,1940,10035,2,0,0,8,1940,0,1994,0,98072,47.7438,-122.172,2810,0,0
6065300840,2850000,4,4,5040,17208,1,0,0,10,2870,2170,1976,0,98006,47.5701,-122.188,4050,0,1
4401200350,822500,3,2.5,3090,7708,2,0,0,10,3090,0,1999,0,98052,47.6868,-122.108,3140,0,0
8155750010,237000,3,2,1290,7952,1,0,0,7,1290,0,1998,0,98030,47.3867,-122.19,1670,0,0
1973800150,480000,4,2.25,2330,14190,1,0,0,8,1740,590,1962,0,98034,47.718,-122.242,2330,0,1
6379500159,4e+05,3,2.25,1190,1149,2,0,0,8,1050,140,2008,0,98116,47.5818,-122.387,1210,0,1
3679400474,294000,3,1.75,1420,1361,2,0,0,7,960,460,2014,0,98108,47.5684,-122.314,1340,0,1
2111010340,306000,4,2.5,2490,8124,2,0,0,7,2490,0,2001,0,98092,47.3347,-122.17,2760,0,0
898000200,219950,3,1,1200,7727,1,0,0,7,1200,0,1959,0,98022,47.2021,-121.999,1300,0,0
2608300035,329000,3,1,1600,5952,1,0,0,7,1150,450,1964,0,98106,47.5292,-122.362,1460,0,1
2676500080,268500,4,2.5,2100,4237,2,0,0,8,2100,0,2006,0,98031,47.3901,-122.174,2100,0,0
3278600670,235000,2,1,1140,1730,1.5,0,0,8,1010,130,2007,0,98126,47.5494,-122.372,1360,0,1
7614100080,140000,3,1.75,1270,8991,2,0,0,7,1270,0,1981,0,98042,47.3563,-122.149,1270,0,0
4083301645,525000,3,1,1550,6840,1.5,0,0,7,1550,0,1918,0,98103,47.6572,-122.335,2370,0,0
8159620160,284200,3,2.5,1570,9292,1,0,0,7,1110,460,1977,0,98001,47.3386,-122.272,1470,0,1
4364700945,459000,4,2,2360,7080,1,0,0,6,1180,1180,1925,0,98126,47.5261,-122.376,1340,0,1
9346920070,583000,3,1.75,1930,10183,1,0,0,8,1480,450,1975,0,98006,47.5624,-122.135,2320,0,1
6200017,281000,3,1,1340,21336,1.5,0,0,5,1340,0,1945,0,98032,47.4023,-122.273,1340,0,0
1036000610,639500,3,1.75,2010,8072,1,0,0,8,2010,0,1974,0,98052,47.6327,-122.097,2030,0,0
3275800050,242000,3,1.5,1640,8922,1,0,0,7,1640,0,1963,0,98146,47.495,-122.342,1540,0,0
5056500210,539950,4,2.75,2910,9000,1,0,0,8,2130,780,1966,0,98006,47.544,-122.176,1970,0,1
8937600080,295000,3,1.75,1930,13350,1,0,0,8,1930,0,1967,0,98023,47.3317,-122.365,2270,0,0
7853340860,420000,2,2.75,1760,4139,2,0,0,8,1760,0,2010,0,98065,47.5175,-121.878,1870,0,0
6669080120,405000,4,2.5,1980,5020,2,0,0,7,1980,0,2007,0,98056,47.5147,-122.19,1980,0,0
1310800090,240000,3,1,1470,7350,1,0,0,7,1470,0,1969,0,98032,47.3616,-122.286,1720,0,0
2473000470,336000,3,2.25,2760,10160,1,0,0,8,2760,0,1969,0,98058,47.4504,-122.15,2760,0,0
8835700330,891500,3,2.5,3090,20785,2,0,0,10,3090,0,1991,0,98075,47.5602,-122.03,3400,0,0
2946000590,276000,3,1.5,1820,8750,1,0,0,7,1200,620,1958,0,98198,47.4213,-122.322,1500,0,1
1422300100,435000,3,2.5,1730,46638,2,0,0,8,1730,0,1991,0,98045,47.4614,-121.709,1750,0,0
5466350160,205000,3,2.5,1600,7295,2,0,0,7,1600,0,1993,0,98042,47.3904,-122.165,1410,0,0
1565950030,364950,4,2.5,1930,6957,2,0,0,8,1930,0,1995,0,98055,47.4309,-122.191,2090,0,0
9206950100,343000,3,2.5,1270,2509,2,0,0,8,1270,0,2004,0,98106,47.5357,-122.365,1420,0,0
4027700456,510000,4,2.5,2610,8031,2,0,0,8,2610,0,1998,0,98155,47.7717,-122.27,2320,0,0
3384300160,169950,3,1,1180,9832,1,0,0,7,1180,0,1970,0,98042,47.3845,-122.085,1220,0,0
4441300170,1300000,4,2.5,3110,11857,2,0,4,11,2040,1070,1990,0,98117,47.6952,-122.402,3110,0,1
1126059108,1200000,4,3.5,3930,43560,2,0,0,10,3930,0,2003,0,98072,47.7497,-122.121,2860,0,0
624110050,760000,4,2.75,3370,12447,2,0,0,10,3370,0,1991,0,98077,47.7309,-122.058,3700,0,0
8122101146,320000,2,1,710,5200,1,0,2,6,710,0,1942,0,98126,47.5376,-122.371,1610,0,0
255450020,367899,3,2.5,2420,4725,2,0,0,8,2420,0,2014,0,98038,47.371,-122.018,2370,0,0
1025039326,921800,4,2.5,2950,7024,2,0,0,10,2950,0,2012,0,98199,47.6651,-122.403,2950,0,0
7852150530,425000,3,2.5,1960,4709,2,0,0,7,1960,0,2003,0,98065,47.5322,-121.871,1700,0,0
3579700080,383000,4,1.75,1830,11090,1,0,0,7,1060,770,1962,0,98028,47.7333,-122.246,1990,0,1
3329520410,245000,3,1.75,1920,9306,1,0,0,7,1000,920,1984,0,98001,47.3319,-122.267,1860,0,1
8819900170,861000,3,2,2520,3959,1,0,0,8,1270,1250,1931,0,98105,47.6693,-122.289,1660,0,1
4358700100,465000,3,2.5,1450,5175,1,0,0,8,1030,420,1995,0,98133,47.7082,-122.338,1740,0,1
8562770430,567500,3,2.5,2280,2502,2,0,0,8,1880,400,2006,0,98027,47.5364,-122.073,2280,0,1
2025800080,325000,3,1.5,2120,41325,1,0,0,7,1420,700,1973,0,98092,47.2906,-122.055,1780,0,1
2788400020,150000,3,1,1200,9527,1,0,0,7,1200,0,1959,0,98168,47.5112,-122.316,1510,0,0
1829300520,746500,4,2.5,3460,9699,2,0,0,10,3460,0,1987,0,98074,47.637,-122.04,3140,0,0
6003500743,640000,2,2.25,1540,958,3,0,0,9,1540,0,2007,0,98122,47.6179,-122.318,1410,0,0
6979920090,550000,4,2.5,2150,27540,2,0,0,8,2150,0,1997,0,98053,47.637,-121.969,2150,0,0
7889600685,205000,3,0.75,1080,5025,1,0,0,5,1080,0,1948,0,98146,47.4936,-122.335,1370,0,0
98020140,765000,4,4,3010,7221,2,0,0,10,3010,0,2004,0,98075,47.5833,-121.97,3490,0,0
2325069054,225000,2,1,1396,111949,1,0,0,7,1396,0,1940,1997,98053,47.6374,-122.007,2020,1,0
8835800350,1950000,4,3.25,7420,167869,2,0,3,12,7420,0,2002,0,98045,47.4548,-121.764,5610,0,0
2421059125,579950,4,2.5,2880,213444,1,0,0,8,2140,740,1984,0,98092,47.2887,-122.109,2810,0,1
200500610,571000,3,2.5,2600,7465,2,0,0,9,2600,0,1988,0,98011,47.7387,-122.217,2660,0,0
126039213,365500,2,1,1140,15624,1,0,0,6,1140,0,1909,0,98177,47.7673,-122.367,2110,0,0
